coding,jobid
0:0:8:8:0:0:166:128:128:128:128:128,18456061
511:7:32,18184401
0,18690132
256,17991672
0:0,18256073
0,18019196
0:32:0,18286131
0,17996883
32,18220266
255,18667944
0,18703176
0,18045609
496,18806050
6:6:6:6:6:4:4:4:6:6:6:4:6:4:4:4:4:4:4:4:4:4:4:4:4:4:4:4:4:4:4:4:4:4:4:4:4:4:4:6:4:4:6:4:4:4,18488085
160,18146000
0,18186415
0,18324811
0,18666983
406,17868781
2:14:0:8:0:0:2:2:2:2:2:2:2:2:2:2,18545228
464:6:129:129:1:1:129,17986735
0,18396828
0,18010416
256,18218920
0,18457156
0,18211957
511,18248133
32:32:32:32,18877499
0,18866455
0,18176003
4:0:0:0,18382858
0,18205951
175:1:1,18438264
239,18435165
0,18210826
1,17897421
0:0:0:0:0:388:174:0:0:0:0:0:0:0:128,18319956
8,18390708
324:64:324:0:0,18606879
0:0:0:12:6:0:0,17607941
32,17925742
4:0:0:0:0:0,18385286
510,18742146
0:0:0,18758444
422:446,18675131
0,18197399
0,18271869
505,18015363
0,18272815
0,18488726
8:0,18614018
0,17996907
452:304:38:0:436:38:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18373557
0,18502609
294:438,18077184
1,18210574
166,17920975
191:292:102:0,18684977
160:128:128:129:6:0:132:128:128:128:128:128:128:128:128:128:128:0,18355183
0,18164289
0,17988738
401,18187494
0,18646481
0,18173040
0:0:0:0:0:0:0:30:14,17895991
128:128,18087216
0,17922354
401:401,17814730
0:0,18875862
6,18225908
433:433,18002511
0:0:0:0:0:0:0:0:0:1:1:4:287:272:272:272:272:272:272:272:272,17880808
0,18533047
0,18821403
0,18012321
8:0,18524947
0,18757130
281,18323422
318,18094114
446:430:230:324,18677739
501:128:128:128:128:132:167:161:161:161:161:161:161:161:161:161,18533708
471:471:471:401,18409172
0,18043820
0,18139535
0:128:400,18298302
0,18574709
0,18850108
3:2:2:2,18523061
256,18211089
64,18489140
1:15,18430854
0,18272710
0,18726788
0,18694548
287,18396069
0,18697669
511:503,17919946
0:0:0:0,18283564
0:0:0:8:32,18602490
0,18422914
382:376:368:496:374:382,17974578
0,18868196
0,18577054
0,17813565
56,18813202
0,18377750
6:0:0:0:0:0,18509965
511,18535988
129,18012561
0:0,18592939
503:128:128:128:128:132:406,18506741
0,18153502
0,18090791
0,18015385
8,18329980
433,17853615
0,18030193
7:0:0:0:8:1:0:1:12:1:0:5:38:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,17940013
318,18242377
256,18002990
0,17801678
1:255:447:1,18886542
0:0:0:0,17827938
401:273:0,18271526
1:39:1:1,18009873
439:446,18766514
0:0:0:0:8:8:8:8:8:8:8:40:278:272:272:272:272:272:272,18016572
0,18412805
511,18660083
406:406:406:406:438:400:502:0:0:0:0:0:0:0:0:0:0:32:0:0:0:0:0:0:0:0:0:0:0:0:32:0:0:0:0:0:0:0:0:0:0:0:0:0:160:0:0,18657965
0,17979152
0,17942385
129,17903745
400,18415366
0,17890357
256:256:0:0,17918190
0,18556089
167,17827074
166,18043276
0,18456030
32,18192255
0:0:0:0:0:0,18780065
38:6:39:46:0:0:6:0:0:0:0:0:0:0:0:0,18377274
0,18475933
0,18899144
438:400:400,18590484
0,18182310
0,17838548
40:0:0,18514920
0:0:174:0,18243262
0,17946192
0,18079866
0,17908649
135:1:1:1,17873576
439:511:2,18417253
166:6:0:446:0,17880141
8:0,18291229
511,18215576
189:1,18894820
0,18334849
0:0,18253571
0,18715666
0:0,18375719
1:1:255:257:257,18850891
239:227,18529555
0:0,18049911
511:511,17921140
127:304,18093572
0,18878579
0,17908642
0,18732413
0:6:0:0:0,18551662
0:0:45:108:0:404:255:400:400:400:400,18778359
32:32:62:32,18883204
0,18138059
0,18506369
0:0:0:382:336:0:191:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128,18741059
0,18871119
464,18650691
0:0:0:0:0:0:0,17889438
272,18255849
160,18798664
0:0:0,18679018
0,18117728
0:0:0:0,17841044
276:0,18140747
0,18435912
0:0,18666804
270:256:256:260:6:511:175:128:128,18719231
0:40:0:0:12:8:1:0:14:9:0:5:191:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128,17840849
400:400:400:438:6:0:0:0:0:0:0:31:0,18074072
0,18621669
0,18019126
0,18678395
6,18785907
0:0:0:0:0:0:0:0:0:0:0:0:70:128,17956650
0,18861504
0,17972087
0:0:14:48:511:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:32:0:0:0:0:0:0:0:0:0:0:0:0,18488092
0,18841429
310,18861388
0:0,18185834
163,18449749
511,18847650
0,18552865
0,18600382
324:0:0:0:0:0:407:471:471,18433653
0,18502991
0,18785661
432:439,18438919
438:438:438:438:6:0:407:471:503,18493300
511:191:6:166:0:6:286:272:272:272,18276136
0:374:0:0:0:0:0:0:0:0:0,18071237
0,18502036
407:272,18329076
0,18657303
0,18186736
0,18180899
272:0,18327794
0,18080521
0:0:0:0:0:0,18590223
0:0,18663509
0,18837283
0,18230000
511,18857720
0,18257626
0:0,18195781
0,18418072
256:256:256:256:256:256:278:256:256:256:256:256:256:256:256:256:256:256:256,18554346
0,18478865
423,18862303
0,18890924
8,18023202
0,18173786
0,18050337
0,18679816
400:400,18774761
409,17867545
32,18377584
503:128:128:128:128:164,18456076
5:13:1:1,17902060
0,18719052
0,17930728
511,17999852
0,18429849
272,18551062
272:272:276:278:439:439:286:272:272:272:272:272:272:272:272:272:272,18745113
0,18587539
511:503,18439754
0,18377640
135:128,18280172
0:0:0:0:0:0:4:0:0:0:0,18668084
0,18742261
272,18577530
0,18820034
501,17924587
0,17905519
8:0:191:272:272:287:407:471:503,18276014
0,17962575
400,18202366
0:0,18042626
64:64,18511474
0,17604126
0,17884353
0,18888426
0,17890882
0:0:0:0:0:272:500:500:501:501:501:65,18693903
0,17892142
0,17999915
235,17604669
0,18422111
0:0:0:0:8:0:1:128,17884150
0,18534839
0:0:0:0:0:0:388:384,18634832
1:5:0:0:0:0:0,17922462
1:1:6:0:0:0:0:0,17910818
0:0,18341559
0,17947165
0,17862485
368,18819222
0:0:0:38:6:294:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18851597
128,18723259
0,17957020
8:368:372,18604156
272,18390863
0,18446939
1,18623974
0,18190200
0:46:310:0:128,18729217
0,17949207
230:175:416:416:438:416:418:0:0,18121763
0:0:0:0:0:0:0,18022433
0,18338507
34,18799100
160:134:96:260:96:260:28,18304112
503,18636754
0,18803689
373,18567244
0:0,18108890
0,18412446
0,18046042
0:0:0:0:0:0,17994528
39:52:0:0:0:0:52:52:16:16:16:16:16:16:16:16:48:48:20:16:16:16:16:16:16:16:16:16:16:16:16:16:16:16:16:16:16:16:16:16:16:16:16:16:16:16:16:16:16:16:16:16:16:16:16:16:16:16:16:16:16,18190949
1,17988947
0:0:0:0:0,18103375
500,18680177
0,18372742
7:38:256:256:256,18170334
174:0:430,18751212
0,17900157
511,18448274
0:0:0:0:0:0:0:0:0,18200916
0,18078221
0,17964011
406:400,18072712
0,18792926
0,18503336
0,18684339
0:374:320,18587383
239:227,18518135
278:272,18452162
0:0:64:260:0,18295592
0:0,18337091
272,18390570
0:0,18375575
0,18570656
447:511,18703770
0,18015825
130,18532956
511,18465615
0:0,18716765
257,18264934
433,18043327
264:0,18357701
0,18810641
0,18252041
0:0:0:8:0,18285923
0:0,18593882
0:0:0,18668065
447:511:511:511:389:503:503:503:511:135:231:479:287:272:272:272,17966022
0,18740979
126:126:94:238:94:511:191:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18772061
0,18279915
0,18175133
0,18625361
1,17990932
135:0,18323900
0:6:130:130:131,18289815
175:0:166:239:46,18668834
400,18047600
0:0,17976541
0,18880953
279:1:1,18486823
40,18748465
0:0:0:0:0:0:6,18644388
0,17800139
511:502:503:511:72:438:174:0:0:0:0:0:0:0:0:0:0:0,18377047
39,18529369
130:128:130:128:130:468:175:128:128,18823316
0,18425875
0:0:0:0:0:0:7:1:1,18844803
0:0,17606226
0,18107124
0,18125591
1:129,17810458
0,18237170
510:166:510:238,18323865
0,18884290
263:289,18068512
0,18557313
0,18117505
385,17903889
0,18483667
388,17600231
0:0,18181681
0,18600307
0,18854949
32,18721039
272:272:272:511:336:406:286:272:272:272:272:272:272:272:272:272,18435677
318:38:14:0:0:0:60,18870433
1:1,17827556
0,18293816
0:0:0:0:0:6:0:0:0,17897476
319:319:319:294:510:502:383:272:400:400:400,18855014
318,17981960
166:128,18585820
0,18550366
162,18214353
400,18137170
471:471,18428152
8,18064591
0,18260325
6:0:0:0:0:0,18344534
0:0,17943153
0,17884076
257:257,18289864
415:439,18285325
340:310:284:278,18781833
1:0:0:238,18482384
0:0:0:0:0:0:0:239:174,18025174
327:239:55,18689998
128:128:128:128:128:132:407:407:503,18410577
8:0:32,18578031
0:0:0,18519486
0,18739554
129,17988919
446:446:446:446:160:34:511:511:511:511:511:511:511:511:511:503:511:511:511:502:511:511:502:511:502,18539298
0:0:0:0:0:0,18601790
32,18240998
407:39:439:303,18897836
8,18047705
0,18763096
0,18415700
276:272:272:272,18104497
0:0,18512051
8:0:32:0:0,18522618
432:432:374:336:272:287:127:400:400:400:400,18599205
509:401:310:285:415:407:278:272:272:272:272,18336366
135:128,18253856
0,17956137
0,17933386
0,18222429
6:0,18529331
0,18035809
511,18201102
0,18836220
0,18411684
400,18025334
0,18890457
0,18264760
47,18773281
0:0:0,18763048
0:0,18815361
0,18554343
422,17974040
0,17896785
0,18012080
0,18393641
0:0,18347635
0,18522270
400,18022758
0:0:230,18416957
15:319:432:400:311:1:9:5:39:1:33,17971191
0,18070267
6:0,18544238
0,18492137
0,18814708
0,17858359
0:32:167:255:305:278:272,17962248
0,18755592
0,18041218
0:0:8:0:0:511:511:511:511:511:511:511:511:511:511:511:511:511:502:511:511:502:511:502,18530957
1:1:1:39,18044222
400,18705423
511,18548016
0:0:0:0:0:0:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18832225
511,18727420
0,18282942
64,18844123
0:46:46,18643540
511,18175395
0,17902741
8:4:511:238:0,17606994
0,18845869
31,18787685
336,18729491
0,17899380
0,17943006
0,18051042
1,17975202
128:255,18359167
257:257:257:511:257,17983437
128:128:128:128:128:390:175:128:128,18726023
0,18656051
0,17924528
46:46:46,18684546
0,18729697
0,18854056
0:0:0:7:129:6:384:384:384:384:384:384:384,18250618
486:480:256:272,18054602
272:0,18350252
0,18529465
0:262:400:406:400:406:278:256:256:256:256:256:256:256:256:256:256:256:256,18650733
273,17870051
0,17943800
408,18063679
0,18098255
272:272:272:272:272:278:286:272:272:272,18605749
502:278:390:502:272,18166030
446:400:400:406:400:511:502:160:98:0:32:0:0:32:32:0:0:2:128:0:32:0:0:32:0:32:0:2:128:32:0:32:0:32:0,18766151
0,18555679
471:278:471:471:272,18428842
447:272:272:447,18359241
0,17896677
0,18039918
161,18104262
0:0,18672275
261:511:1:1:33,18260095
129,18341239
272,18799059
0,17903251
511,18880903
40,18465656
0,18548975
0,18272786
0:0:0,18442634
40,17909771
0:0,18510183
9:129,18077342
0,18145768
400,18717813
0,18677454
0,18205176
0,18831538
0,18898636
400:400:400:406:446:447:31:272:272:272:272:272:272:272,18755335
0,18216465
0:0:0:0:127:0:0:0,18140834
0,18484157
239:251,18671463
0,18662959
0:0:0:0:0:0:6:432:128:128:128:128:0:128:128:128:128:128:0:128:128:128:128:128:0:128:128:128:128:0:128:128:128:128:128:128,18275483
511,18887881
511:401,18522214
0:511:511:382:324:160:7:1,18421404
511,18719523
0,17872419
167,18699735
0,18823031
0:0:0:0:0:0:2:2:2:2:2,18547084
511,18709235
0:0,18067696
496:503:400:400:400,18259322
0,18555931
0,18836029
278:272:272,18366918
162,18037723
7:129:6:0:0:0:0:0:0:0:0:135:311:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18128089
0:0,18323718
0,18300698
239:225,18669079
32:6:14:272,18322672
0:0:0:0:0:0:0:0:32:0:0:0:358:96:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:32:0:0:0:0:0:0:0:0:0:0:0:32,18176763
0,18111236
502,18586582
0:0:32,18682138
0:129,18027640
0,18470948
230,18101319
433:433:433,18380921
1,17993482
272,18790239
160:508:246,18699130
160,18167241
0,18000064
0:0,18597401
302,18226747
0,18475080
1:1:1:511:447,18186179
60,18393367
0,18386436
134,18859664
239,18418916
0,18323640
0,17936661
0,18309937
0:0:0:0:0:0:0:0:0:0:0:8:287:272:272:272:272:272:272:272:272,17982615
0,18490665
272,18885590
0,18719174
302,18761891
1:1:5,17601691
0,18730622
511,18634027
230:495:102:356:0,18618485
128,18201027
179,17837580
166:0,17989379
160,18082008
0:0:0:0:0:0,18064626
0,18274367
6:0,18245529
0:0:0:0,18882556
2:2:2:14:0:0:2:2:2:2:2:2:2:2:2:2:0,18546946
272,18242815
112,18720826
511:0,17601638
125,18450074
0,18223546
511:257,18065616
32,18484212
0:0:0:132:6:0:0:0:0:0:0:38:6:0:0:0:0,18011472
0,17878904
0,18484409
256,18888693
511,18804555
0,18756404
0,18065485
0:0,18865687
0,18166732
256:256:256:256:256:256:278:256:256:256:256:256:256:256:256:256:256:256:256,18624734
174:0:0,18538952
255:235,18533386
0,18378283
166:166:0:0:0,18779867
0:0:8:0,18130371
0,18229855
1:39:1:1,18021193
0,18443222
511,18769779
137:129,18112664
32:32:7:1:1:1:503,18648836
0:0:0:0,18511582
400:438:400,18788807
503,18151077
0:0,17603629
0,18668639
0,17920725
401,18140212
0,18781209
4:0,18783166
32,18140067
0,17905136
256:6:1,18582053
256,18625174
0,18672249
0,18829000
0,18233225
0,18155010
0,17975460
0,18835182
281,18441591
0,18183307
511,18378180
0:0:0,18760868
383:272:317,18371406
0,18721000
129:129:129,18786332
511:508,18712008
0,18285832
511,18612028
8,18304237
0:0:0:0:0:388:174:0:0:0:0:0:0:0:0:0:0:0,18388299
272:272:0:0:0:0:383:272:272:272:272:272:272,18360305
179,17837602
432:432:432:432:432:447:127:304:400:400:400,18497201
128:0,18414860
272:128:160:470:400,18179534
432:438:438:286:134:6:38:0:0:0:0:0:134:0:0:0:0:0:128,18335943
0,17970844
0,17963424
0,18738323
0,18759573
131:130:135:128,18337768
0:0:0:4:166:0,17915352
2:6:2:14:0:0:2:2:2:2,18506479
65:511:511,18361073
0:6:0,18441582
0:8:0:0:0,17964267
0,17884152
0:0,18192864
511,18743286
166,17955340
0,17606112
0,17605919
400:400:400:400:400:420:406:400,18749785
471:511:503:511:503:439:102:192:192:192:192:192:192:192:192:192:192:192:192:192:192:192:192:192:192:192:192,18622670
0:0:14,18185656
400,17993652
304,18534630
128,18410730
400,18671676
0,18490718
0:0:0:0,18279173
6:6:511,18651410
402:406:287:6:128:38:160:160:160:160:160:160:160:160:160,18305409
0,17840552
2:2,18504038
0,18471486
0,18333798
0,18408651
0,18720371
272:272,18537016
0,17972720
0,18431768
174,18664201
511,18306027
272:272:272:272,18166000
160:160:160:160:160:422:79:160,18269012
272,18687692
191,18715102
0,18729186
423,18862288
38,18243052
0:0,18111240
0,18153539
262:374:336:336:326:0:230:128:128:128:128:128:128:128:128:128:128:128:128:130:128:128:128:128:128:128:128:128:128,18598909
511,18120144
0:0:0:0:0:0,17872997
0:0:0:0:0:0:0:0:0:0:0:0:310:256:256:256:256:256:256:32:256:256:256:256:256:256:256:256:256:256:256:0:256:256:256:256:256:256:256:256:256:256:256:256,17922454
0,17974958
0,18239620
0:0:0:0:0:0:0:0:0:0:0:39:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18075590
0:0,18051855
0:0:142:0,18409800
400,17939371
0,17973630
167:134:0:8:0,18292812
511:511:511:511:511:239:511:511:511:511:511:511:511:511:511:502:511:511:511:511:511:511:511:511:502,18419585
0,18840385
0,17897136
0,18049507
0,18761646
0,18670168
46,18077887
187,18089086
432:432,18387448
0,18819601
382,18235948
384:384:384:384:384:406:502:384:384:384:384:384,18250388
64:96:350,18550600
0:0:0:0:0:0:0:0:0,18191649
0,18564406
0:0:0:0,18620658
510:370:336,18548677
0,17960677
6:0:0:0:0:0,18634594
0:0:0:0,17890869
0:0:0:0:0:0:0:511:511:0:0:0:0:0:0:0:0:0:0:0,17884654
256:256:256:256:256:256:6:256:256:256:256:256:256:256:256:256:256:256:256,18625018
0,18272731
0:0:0,17937909
0,18183776
384:384:262:0,17976482
0:0:0:0:0,18256158
256,18338667
0,17834561
350:272:272:272:368:6:127:14:272:14:0:0:128:128:128:128,18002535
407:279:0:0:6:191:279:407:503,18430195
0:0:511:32,17894601
0,18701919
0:6:14:0,18856233
272,18623605
0:33:1:1:1,18392274
511:239:1,18639103
6:0,18727818
129,18047226
0,18309917
0,17933217
400:400:406:0,18807703
447:423:511:511:469:511:166:0:0:0:128:0:0:132:132:0:0:128:0:0:0:134:6:0:0:128:0:0:0:134:0:0:0:0,18884754
286:6:0:4:0:0:407:471:503,18374059
0:0:0:0:33:433:374:368:368:368:368,18374123
0,17973705
0,18313477
0:108:64,18698792
0,18116347
400,18034683
0,18651690
0:0:0:0:0,18495425
447:471:407:406:503,17861773
0,18460636
0:0:0,18023310
1:6:0:0,18682562
511,17603852
0,18325501
294,18230383
0:0:0:128:128:128:70:0:32:32:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18270879
0:0:0:0:0,18041209
0,18042805
0,17605155
0,17915607
0:0:0:0:0:256:38:0:0:0:0:32:0:0:0:0:0:0:0:0:0:0:0:0:32:0:0:0:0:0:0:0:0:0:0:0:32:0:0:0:0:0:0:0:0:0,18441579
272,18110384
374:368,18222322
256:256:256:256,18020109
1:1:1:15:230:160:160:128,18061351
160:166,18192429
0:0,18202036
407:167:0,17807835
0,18011996
0,18037817
8:0:0:0:0:0,18048749
0,18112244
0,18651088
22:6:22:118:22:22:22:22:16:22:22:6:0,18320832
2,18677509
32,18462039
0,18743913
400:406,18740419
0,17969890
0:0,18744591
0,17831515
0:0:0:0,17814803
272,18003000
130,18203198
162,18434986
0,18826032
511,17829645
500,18809464
47,18861667
0:0:0:0:0:272:98:160:160:160:128:0:160:0,18863911
0,18700811
305,18003091
8:0:0,17822824
182,17952721
0:0:0:0:0:0:0:0:306:311:39:167,17825419
0,17973984
0,18774488
0,18299814
0,17950020
129:129:1:1:14:1:1,17880517
0:0:0:0:0,18620656
239:239:174,18776169
166:160,18518817
0:0:0:8:0:0:511,18287090
0,18460693
1,18006917
0,18600297
0:0:0:0:0,18635849
0,18310604
295:271:257,17878120
255:511:294:238:0:420:102:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18412924
0,18759018
0:0:0:0:0:0:0:0:0:0:0:0:391:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128,17950200
432:432:432:432,18084656
39,18532930
384:384:384:384:384:424:422:503:128:128:128,17830789
32,18672176
128,18163513
0,18421073
0,18025811
0:0:0:0:0:96:511,18447389
272,18369098
0,17876085
0,18865667
511:15,18333834
6:0:0,18088878
479,18180728
0,18080722
0,18443839
0:0:0:0:0:0:0:160:160:160:160:160:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18082813
0,17819918
272:272:272:278:0:0:0:0:0:0:422:0:174:0:0:0:128,18232407
0:0:0:0:0:0:0,17608654
0,17869909
0:0,18898186
6:0,18060948
0:0,17860682
0,18811608
0,18056199
0,18736173
0:0,18667082
0,18296852
0,17988470
0,17960858
0,18604103
320:511:511:487:342:337:272:272:272:272:272:272:272:272:272:272:0:0,18860295
0,17602388
0:0,18414546
336,18565050
0,17911288
2:2,18406336
128:128:128:511:0:420:175:128:128,18699521
39,18584285
0,18230381
272,18365661
0:0:0:0:500:0:0:0:0,18198115
368,17903513
46,18006999
256:256:256:256:256:256:278:256:256:256:256:256:256:256:256:256:256:256:256,18594866
0:0:0:8:0:38:0:0:0:0:0:0:0:0,18888807
272:414:272:272:272:406:142:128:0:0:0:0:0:0:0:128:128:0:128:128:128:128,18873263
0:0:278:272:272,18444387
0,18274310
276,18672384
0,18818742
160,18398501
0,18417600
0,18109089
167:163:5:7:407:129:38:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18869711
0,18724979
0,18681345
0,18444964
0:0:4:238:0,18603094
0,18891674
384,17827501
384:384:388:447:400:400,18026983
160,18312075
0,17996337
0:0:0:0,18504338
0,18713398
8:0,18703694
0:0:239:166:6:0,18435432
0,18843860
272,18371092
0:0:0,18444338
0,18176028
368:336:0:110:0:404:175:128:128,18702305
173:161,18512568
0,18212110
0,18462960
502:368,17602611
1:39:1:1,18129753
0:0,18121121
0:0:0:0:0:0:4:0:0:0:0:0:0:0:0:0,18524803
0,18090998
0,17981508
511,17606000
272:272:272,18623308
0,18613911
131:175:239:439:439:511:415:389:503:511:497:503:502:0:0:0:0:0:0:0:0:0:130:0:0:0:0:0:0:0:0:0:0:130:128,17877491
0:6:0:0:0:0:0:14:0,18003461
0:0:0:0:0:0:4:0:0:0:0:0:4:0:0:0:0:0,18042378
0,18222586
511,18300525
408:400:400:508,18402124
0,18118991
0:0:0:0:0:0,18064185
0,18712546
511,18375495
0:0:0:0:0:0:0:0:0:0:0:0:310:256:256:256:256:256:256:32:256:256:256:256:256:256:256:256:256:256:256:256:32:256:256:256:256:256:256:256:256:256:256:256,18213721
0,18529413
0,18049932
6:4:175:191,18532814
0:0:142:97,18862291
0,18869763
464:464:128,18756069
0,18109275
0,17970702
419:511:511:255:0:396:174:0:0:0:0:0:0:0:0:0:0,18321055
