coding,jobid
0,18748815
0,18702698
4:1:0:133:0:0,17959050
0,18771068
446:400:414,18703828
0,18235470
164,18719393
0,18039483
167,18721028
471:471:401,18439351
502:400:400:400:400:400,18300485
0:8:0:0,18359792
1:39:1:1,18074581
0:0:32:32,17877885
225,18589043
416,18119178
0,18664082
9,18006718
0,18088842
501:511:374:324:100:324:230:0:0:0:0:0:0:0:0:0:0,18629032
176,18382138
503:503:102:0,18361466
304:272:272,18223526
0,18339439
128:135:134:128:6:128:128:6:436:6:0:0,18176116
471,18480844
1:1:1:1:511:0:0,17811449
230:230,17832510
0,18433416
0,18011654
262:230:400:406:400:406:127:0:0:256:400:400:400:400,18653042
0,17973868
401,17974262
510:496:496:496,17975708
0,18140069
382:278:278:400,18469503
384,18723513
400:400:406:503:400,18150500
0,18209385
0,17927339
0,18301803
1,18247286
0:32:502,18578166
415:447:439:401:273,18409781
0,18857913
384,18105361
511,18809499
0,17946282
0:0:0:0:0:129,18443639
176,18382086
8,18828198
128:128:128:128:128:132:134:128:128:128:128:128:128:128:128:128,18896137
438:432:447:432,18347943
1:39:1:1,17976154
511,18582961
0,18478113
0:0:0:0:0:6:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18854360
0,17865234
400:406:400:415:102:350:166:0:0:0:0:0:0:0:0:0:0,18500970
0:0:12:8:0:8:129:167:7:279:401:401:374:128,17842688
8:100:356:167:129:129:129:129:129:14:6:0:32:0:0:0:0,17853891
0,17904958
0,18282023
0:0:0:0:0:0,17829735
0:0,18442471
501,17930529
0,18031308
8,18140199
0,18757153
0,18288759
0,18597352
14,18812740
0,17848244
0:468,18277367
503:406:471:471:406:406:407:407:503,18497647
0,18866703
0,18181305
135:128,18176665
0,18183392
342:368:448,18711515
132:128,18273109
0,18695218
176,18485041
33,17934917
0:0:0,17830545
0:0:0:0:0:388:174:0:0:0:0:0:0:0:0:0,18266273
0,17829428
511,17853390
0,18109201
0:0:0:0:0:230:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18333582
0,17949096
0,18111132
6:6:0:0:38:6:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18833104
0,18416360
0:0:0:0:0:0:0:160:160:160:160:160:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18082709
0,18651008
1:1,18742179
160,18369704
1:1,18260705
162,18037806
356:96,18672831
0,17992047
0,18312511
0:0:0:0,18698400
272,18678279
0,18026360
511,18398602
23:1:1,18886317
255:174,18104367
325:295:385,18664994
36:0,18085071
0:33:129,18395946
400:407:447:280:447:511:439:471:503,18392622
272,18257334
0,18765733
4:0:0:0:0:0,18577900
160:160:160:160,18368905
0:0:0,18270706
0,18721950
0,18002286
503,18860774
160,18621455
511,18888492
0,18213714
160,18135000
0:0:0:510:0:388:174:0:0:0:0:0:0:0:0:0:0,18286026
128,18047624
0:0:0,18544725
0,18212845
0:0:0,18725462
0,18378089
32:32:32:32:32:32:407:407:503,18439795
0:0,18373021
166:0:511:1:1,18223433
0,17822808
0:32:0,18443203
4,18150243
0,18637158
0,17862407
0,17837839
0,18707904
511,17947497
0,18729259
0,17909616
368:368:336:368:336:0:503,18575678
4:166:175:175:167:175:6:0:0:0:0:0:0:0:0:0:0:0:0:6:4:4,18470012
0,18604281
1,17975185
0,18823971
391:447:385,17869014
0,17972207
382:350:311:287:131,18531848
400:400:400:400,18416903
0:0:0:6:0,18551735
0,17830579
0,18257449
0:0:0:0:6:6:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18489977
272,17839599
406:406:400:406:414:438:406,18480855
0,18000974
0,18283855
0,18221077
0,18722282
0,18120729
0:0,18030116
401,18002729
128:128,18585709
135:129:6:0,18046003
368:336:368:102:0,18587303
64:64:64,18598428
511,18214744
0,18788959
446,18245068
0,18205773
0:0,18526056
511,17829448
0:0:0,18837381
46,18705223
14:0:0:0,18465349
0,18687385
0,17877106
137:407:279:143,18323861
0,18454847
294,18851284
0:0:0:0:0:0,18041960
0:0,18301066
0:8:39:1:1,18879555
8:0:0:0:0:0:0,17849074
110:340:38:108:324:416:278:272:272:272:272:272:272:272:272:272,18386356
272,18349161
0,17992387
471:406:471:471:272,18428841
0:0:0:0,18739701
257:257:511:191:257,18121792
287:273:272:273,17939841
256,17922253
262:0:406,18083100
432:432:447:433,17942646
6,18100482
272,18063486
0,18499843
0:0:0,18739271
0,18639052
0:10:0:0,17855563
0,18650616
0:0:0:0:0:0:6:0:0:0:0,18497791
511:447:439,18189784
131:131:135:131,18241498
0:0,18719163
0,18296786
0:0:0,18306981
400:190:239:239:239:239:511:511:511:511:511:511:511:511:511:511:511:502:511:511:502:511:511:502:511:502:511,18671844
0:0:0:0,18809066
479:479:446,18480214
1:39:1:1,17957451
471:471:407:471:407:401:407:471:503,18281496
0,18320059
63,17608245
0,17911301
0:0,18419169
0:0,18514500
8:0,18286385
0,18256753
0,18055894
0,18660169
0,17922128
383:278:272:272:500:311:272:304:502:310:272:272:272:272:272:272:272:272:272:272:272:272:304:272:272:272:304:272:272:272:272:272:272:272:272:272:272:272:272:272:0:0:0:0,18049265
0:0:0:128,18781315
446,18324431
272:272:272:272,17938404
260,18673194
457:137:129:129:167:134,17971842
0:0:0:0:0:0:2:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18889045
8:0:0,18575274
0,18503430
0:0:0:0:0:0:4:0:0:0:0:0:0:0:0:0:0,18497521
436:511:511,18282398
1:1,18099092
0,18883363
439:511:511:407:446:446:38:32:0:160:0:0:0:0:0:0:0:0:32:0:0:0:128:128:128:128,18795402
128,18034981
0,17882401
134,18155712
0:0,18126226
374:464:336,18599342
0,18480882
0,18574703
0:0,18513068
19:110:3,18547213
368:256:288,18597861
0,18426262
38:167:175:167:167:447:6:128:128:128:128:128:128:128:128:128:128:128,18891359
8,18036752
46,18238213
438:511:401,18679545
0,18898857
0:0,18651417
32,18712419
511:511:166:511:1:1:1:1:447,18034200
6:0,18365017
0,18346103
0,18091746
318,18234530
0,18361236
0,18073873
0:0:0:0:0,18377080
400,18766563
2:4:0:0:0:0,17606974
0,17947308
400:400:503:400,17809118
503:503,17868478
0:0:0,18049815
318,18829971
12,18006986
0:0:0:0,17955590
239:160,18418905
503,17871298
400:400:438:400:400:400:400,17880667
511:6:160:230:239:47:38:32:32:32:32:32:32,18416246
0,18304352
8,18063659
1:38:1,18588643
0,18613717
332:6,18596459
161,18169364
272:272:272:272:191,18342065
310,18152412
401:401:447:401,17886059
166,18047216
0:0:0:0:0:0:0:0:0:0:0:388:238:0:0:0:0:0:0,18058533
0:0:0:0:0:0,18542034
511,17873406
510,18539191
0,17954896
0,18637917
256,17895517
0:0:8:0:8:0,18389877
32,18635086
0,17918943
2:2:3,18524565
0,18402423
191:6:38:6:38:0:511:272:272,18469561
280:380:287:511:230,18757519
1:511:1:1:257,18386782
0:0:0:40,18562236
511,18261705
0,18830789
8:0:8:0:0:6:2:2:2:2:2:2:2:2:2:0:2,18505561
166:166:166:166:134:6:0:0:0:0:0:0:0:0:0:0,18833644
0,17935202
111:511:447:511:447:469:70:0:32:32:32:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18386790
0,18834478
255:110:0:510:0:468,18286761
0,18313462
471:439:503:447,18381674
0,18209098
0,17835674
280:272:274,18380904
0,18585963
224,17835911
0,18222993
0,18534161
280,17994517
129,18870270
239:174:166:164:1:175:128:128:0,18726154
0:0:0:0:0:0:0:0:0:0:0,18015639
433,18068061
447:511,18356741
446,18706743
343:8:0,18605693
511:502:502:447:166:166:38:32:32:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18862187
192,18506565
0:0,18197313
272,18133138
0,18766874
238:324,18365334
0:272,18396233
0:0:0:260:166:260:166:0:0,18875315
256,18729495
0:0:0:0:0:0:0:0:0:160:160:166:6:0:0:0:0:0:0:0:0:0:0,18162816
0:0:0:0,18204350
0,18294841
128:0:0:0:128:0:0:0:128:0:0:0:38:0:0:0:0:0:0:0:0:32:0:0:0:0:0:0:0:0:0:0:0:0:32:0:0:0:0:0:0:0:0:0:0:0,18177351
119:112,18126710
32,17858080
0:0,18176419
0,18306349
0,18793658
46,18877834
36:511:0,18499772
509:488:384,18285611
239,18670552
0:0:0:0,17836338
128,18163469
0,18256767
0,17882188
63:143,18194062
0:32,18552810
0,18333550
129,18113232
0:0:0:0:0:0,18669864
256:502:172,18297739
6:2:2,18524931
0:0:0,18725453
0,18675528
400:400:400:400:400:422:406,18749973
0,18836666
0:0:0:0:0:6:14:0:0:0:0:0:0:0:0:0,18766614
0,18170567
0,17809681
6:368:496,18582750
8,17992400
508:6,18617020
272:96:324,18587198
0,18768047
0,18191900
0,18502811
0:0,18124781
0,18238803
0,18025736
0,18449809
368,18545591
385:385:385,18284187
0:0:0:8:0:0:310:256:256:256:256:256:256:256:0:256:256:256:256:256:256:256:256:256:256:256:32:256:256:256:256:256:256:256:256:256:256:256:0:256:256:256:256:256,18363593
0,17973560
0,18213784
0:0:0:0:4:0,18899978
406:510,18457025
0:0:0,18410928
408:6:129:129:262:1,17953258
278:304,18345393
0:0:0,18643743
256:256:256:256:256:256:256:256:256:256:262:175:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18097989
8,17981365
129,18350584
128:128:128:128:128:390:175:128:128,18734035
0,17981504
0:0,18006256
257:261:511:1:1,18074622
368:464:496,18595889
400,18573918
0:0:6:502:272:272:272:406:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18071489
189,18191093
0,18244045
0:0:0,18380354
0,18389445
0,18426851
0,18241961
0,17838385
0,17862769
0,17808908
7:1:1,18651886
0,18195371
0,18556197
384:384:384:384:384:384:407:384:384:384:384:384:384:384:384:384:384:384:384:384:384:384:384:384:384:384:384:384:384:384:384:384:384:384:384:384:384:256,18483041
0,18089486
0,18763610
401:404:406:400,18348686
0:0:0:0:0,18744298
8,18423031
47:129:7:0,17916366
406:502:400:400:400,18337108
0,18662459
0,18788169
38:0:0,18686658
0:6:511:4:1:1:1:1:5:4:128:4:128:128:128:0:128:0:0:0,18044518
447:415:433,17800322
0,18148394
9:7:1,18509267
0,18151982
140,18261631
0,18726675
0,17838287
8,17866417
128,18355401
0,18105821
0:0:0:0,18023337
0,18650797
0:0:0:0:0:0:4:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18501088
509,18527332
400,18790751
0,17914730
0,18233953
414:8:143:14:276:286:62:8,17980005
0:32:0,18275537
125,18060279
432:432:432:432:432:511:128:128:128:128:128:134:414:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128,17997126
0,18595623
0,18411877
8:0:0:0:0:0,17814637
160,17833814
5:0,18278359
272:438:0:175:128:128:128:128:128:128:128:390:262:256:256:256:256:262:256:256:256:256:256:262:256:256:256:256:262:256:256:256:256:256,18197203
0,18050349
503:128,17845145
0:0,18831393
12:0:0,18383626
502,18674047
480:384,18304889
0:0,17808575
0,18489599
239,18544083
511,18879362
0,18173046
280,17946391
0,18188888
0:239:239:227,18402744
0,18550563
406:272,18277962
0,18202612
0,18261473
0,17945500
0,17916223
1:7:0:0:0:0:0:0:0:0:0,18071231
255:191,18008716
503,18098378
368:368:368:368:368:368:368:368:368:368:368:502,18137152
0:128,18405904
6,18687857
128:128:128:128:167:129:129,17990903
272:272:256,18081167
0:0:0:0:59:511:39:32:32:32:32:32:32:32:32:32:32:32:32:32:32:32:32:32,18309227
0:0,18518121
471:471,18399708
0:0:0:0:0:0:0:0:0,17886117
254,18756853
281:277:447:511,18357971
0:0:438:438,17840470
0,18155767
0,18766265
175:137:169,18305808
502,17605976
0,18017834
400,18754104
0:0,17609781
400:400:400:400:400:287:127:304:400:400:400:400,18494190
0:0:0:0:0:0:0:0:0:6:367:110:96:32:32:32:32:0,18230199
6:368:336:376:0,18560967
0,18881138
0:0:0:0:0:32:31:272:272:272:272:272:272:272:272:272:272:272:272:272:272:272,18648878
257:385:256:256:256,17990628
1,18882644
0,18566216
0,18846397
32,18377583
272,17971808
0,18231288
0:272:8,18303630
511,18710947
0:0,18532839
478:406:400:286:277:223:47:0:0,18794574
0:0:96:324:0:469:103:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18655513
0,17970414
0,17929364
8,18664557
0,18645492
401,18056672
174,18593209
400:404:406:400,18259633
511:166:502:502:160,18841427
32:0,18148600
134,17607780
128,18670396
511,17874889
0,18500178
384:384:384:384:384:422:384,17844063
0,17862618
511,18810170
0:0:0,18760155
398:400,18822832
1:23:1:1,18676427
256,18780859
0,18085426
0,18227843
0,18068746
0,17976384
32:374:129,18388003
6:0,18835401
0,18215599
0,18779674
511,17973990
7,18164721
0,18624980
0,18089065
32:0:0:0:0:0:358:0:0:0:0:0:0:0:32:0:0:0:0:0:0:0:0:0:0:0:32:0:0:0:0:0:0:0:0:0:0:0:0:32:0:0:0:0:0:0,18372464
239:129,18341737
0,18766663
0:0:0:6:278:510:31:272:272:272:272:272:272:273,18876345
32,18648092
510:272:500,18455602
8,18414580
5:0:0,18377897
0,17862760
2:2:0:110:0:388:166,18514145
17:0:34,18504032
503,17925424
0,18229861
0:0:142:0,18731328
0,18195209
14:32,18685863
0:0,17604212
400:400:400:503:400:400:400:407:447:432:432:432,18170179
0,18702552
0:0:0:238:96:436:127:272:272:272:272:272:272:272:272,18563101
0:0,18191119
511:407:401:407:279:407:407:471:407:401:6:0:0:0:0:0:0:0:0,17976597
0,17836872
134:166:166:166:0,18831433
318,18162757
0,17902772
32,18544228
0:0:0:0:8:0:39:1:1:1,18277667
0:0:0:0:0:0:175:128:128,18729576
39:1:1,18641636
272,18351461
6:0,18168686
272,18129442
405:278:400:406,18802422
401,17992773
0,18283714
0,18338558
0,18169072
0,18097866
256:256:256:256:256:256:278:256:256:256:256:256:256:256:256:256:256:256:272,18650208
0,17862176
0,18391639
0:0,18178660
10:2:2:14:0:0:127:272:272:272:272:272:272:272:272,18531716
496,18766993
0:0:0:0:4:6:4:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18489971
511,18539578
122:6:6:0,18772475
0,18455652
6:6:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18075230
160:160:160:0:160:432:502:0:160:160:160:0:128:0,18778437
0,18540950
32,18798677
400:400:400,18613711
236:128:500,18712215
471:407:407:279:471:407:407:471:471,17959954
0:0:14:0,18695069
2:0:0:0,18531969
128,18140045
0,17925019
191:191,18614273
0:0:0:0:0:439:113,17883844
368,18773548
0,18287053
0,18108196
511,18611303
0,18156164
0,18414341
0,18034677
0,18793729
318,18083497
0,18000539
0,18791789
256,18032073
502:400:400:400:400:438:503,18301718
0,18198352
319:1:1,18892093
0,18756826
0,18287770
272,18270722
0:0:0:12:96:388:38:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18509335
503:433:433:439:447:432:511:503:439:439:279:447:6:0,18020179
64:64:64,18662209
33:6:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18274993
318,18162937
0:1:0:5:96:324:95:272:272:272:272:272:272,18589317
511,18037441
0,18000870
0,18821942
0,18687043
142:130:130:128,17848080
0,17899100
8:32:8,18406326
0,18771545
406:400:400:406:400,18039033
0:0:0:4:46:422:511:400:400:400:400,18683532
0:368:336,18606555
0:0:0:0:0:0:4,18666921
0:0:0,18015870
0,18478026
0,18721165
0,18011859
0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18160710
0,18873178
0,18375207
0:0:294:32,18881775
128,17997675
0,18025862
318,18245675
0:8:0,17841234
129:129:135:129,18007662
0,18677205
400:400:400:400:400:287:127:304:272:272:272:272:272:272:272,18755851
376:336:336,18575931
0,18465581
0,18105152
0,18564529
311,18604856
0:0:0:8:0:0:286:272:272:272,18827905
0:0:0:0:0:0:4:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:160,18468755
167:161:279:191:7:143:511:191:191:511:511:511:302:0:0:0,18091158
0,18775803
143,18863315
0,18686818
0,18533704
0,18771005
0,18164328
2:2:6:2:134:6:1:1,18492626
239,18449789
0,18738993
0:191:272:272:279:278:8,18360804
0:0:0:0:0:4:0:0:0:0:0:0:0:0:0:0,18471362
134:0,17600588
272:272:272:272:272:272,18780321
0:0,18145349
0,18488878
0:0,18046564
0:511,18306967
0,18720694
280,18686559
32,18560259
0:0,17869052
278:368:368,18715851
511:9:1:293,18368054
272,18063414
6:0:0:0:0:0,18443426
32:32:32:32:32:32:6:0:0:0:0:0:0:0,18713522
0,17821588
0,18652354
0:0,18097290
133:128,18280024
0,18504620
128:128:128:142:0:0:135:128:128,18698255
63:511:383:464:63:319:278:272:272:272:273:256:256,18514853
0,18311248
128,18047270
0:0:0:0:0,17936409
135:0:8:0,17872390
255,18672053
131:130:135:511,18376958
0,18345044
272:368:470:400:400:406:134:130:128:130:130:128:130:130:128:130:130:128:130,18421854
0,18305133
0,18815572
0,17818505
174,18451521
129,18153224
400:400,18359772
0,18206211
0,17808744
0,17891403
0:0:0:0:0,18270548
447:511:511:511:496:447:502:0:0:0:0:0:0:0:0:2:128:0:0:0:0:0:0:0:2:128:0:0:0:0:0:0,18764951
0:0:142:0,18853903
166:0,18071407
0,17984192
302,18214613
57:9:13:128:408,18507814
0:0:0,18703141
0,18047279
0,17903597
0,18225493
298:238,18620963
0,18329844
8,17992496
0,18854805
0,18670382
0,18685059
128:128:160:135,18256930
135:129,18110211
0:0:0:0:0:0:503:128:128:128:128:128:160:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:160:128:128:128:128:128:128,18862402
129,18180015
0,18814380
0,18745367
0,18820238
0,18355229
416,18119208
10:2:0,18520187
1:39:511:174:166:511:7:1,18516504
8:0,18593967
0,18763996
0,17907365
255,18817079
0:272:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18248580
0:0:0:0:0:0:0:0:374:414:38:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18197070
272:272:272:272:272:287:127:304:272:272:272:272:272:272:272,18775707
405,18030771
0:0,17906197
164,18483469
0,18530928
0:0:0,17840242
0:8:15:32,18667334
0:0:0:4:0,18154590
417:423:447:511:417:423:415:511:1:167:511:447:502:0:0:2:0:0:0:0:0:0:128:128:0:2:0:0:0:0:0:0:0,17985002
276:272:438:400,18789317
0,18503032
0,17882080
496,18676193
0:110:0:510:0,18717218
33,18540663
0,18097150
272:272:272:272:272:404:6,18641026
128:128:128:128:128:496:230:128:128:128:128:128:128:128:128:128:128:128:128:128:130:128:128:128:128:128:128:128:128,18701701
0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18320417
0,18411873
0,18404162
404:6:272:272:272:272:132:160:160:160:160:160:160:160:160:160,18397960
1:39:1:1,17962624
0,18101033
0,17949384
0,18181988
0:0,18106556
0,18207934
0,18338505
0:0,18195687
0,17936084
0:0:0:0:0:0:175:128:128,18818066
40:96,18559092
0,18202058
433,18023041
0,18404607
129:129,17879126
376,18567973
0,18026415
1:1:511:1:1,18046189
0:0,17927861
511,17839208
495:437:359:325:385:7:128:0:128:128:128:0:128:0:128:128:128:0:129:0,18369237
511,17816531
0,18324342
511,17874872
0,18129993
256,18676682
0,18221108
0:0:0:272:272:272:272:0:0:0:0:0,17918278
0,18761846
6:0:0:0:0:0,18342961
320:6:376,18575396
128:128:128:390:6:0:143:128,18698209
0:32:32,18386656
0,18179395
0:0,18109066
255:239:239:255:239:239:38:0:0:0:0,18497800
4:166:175:175:167,18705361
25:13:1:111:272,18367814
6:166,18301078
9,17993947
128,18567169
0:0:0:0:160:160:166:47:36:32:32:38:358:96:0:0:32:0:0:0:0:0:0:0:0:0:0:0:0:32:0:0:0:0:0:0:0:0:0:0:32:0:0:0:0:0,18183431
0:382,18713111
273:1:1,18268685
0,18664168
0:0:0:40:0:0:7:1:1,18497985
257:191:191:1:1,17984503
0,18462690
0:32:6:0:0:0,17987113
31:8:0:0,17897022
384,18214814
256,17924374
128,17885819
0:0:0:0:0:0,18221483
32,18417607
128:128,18638017
436:239,18452841
511:511:511,18436030
511,18795888
272:272:272:272:272:278:286:272:272:272:272:272:272:272:272:272:272,18825374
400,18019109
0:198:400:400:384,18897231
14:0:0:6:0:6:6:0:0:0:0:0,17927862
0,18766339
0,18223126
0,18846891
511,18215499
0,18682222
256,18307935
0,18462054
0:0:0:0:0:0:0:0:0,18193275
0,17861652
0:0,17958290
260:174:0:0:0:0:0:0:0:0:0,17897971
174:0,18747995
447:272:272:287,18382160
32:0:0,18302140
0,17872623
0,18047421
368,18397519
56:8:0,18439315
0,17900452
0,18048221
0:0:0:129:129:129:1,17928751
400:400:400:400:400:400:400:400:398:0:0:40:311:256:256:256:256:256:256:256:256:256:256:256:256:32:256:256:256:256:256:256:256:256:256:256:256:256:32:256:256:256:256:256,18203693
400:400:400:400:400:436:414,18746780
0:0:0:0:0,18744177
500:510:511:502:502:511:374:272:272:272:272:272:272:272:272:272:272:272:272:272:272:0,18885148
32:36:102,17853077
0,17838099
336:336:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18454397
38,18088587
164,18545247
135,18081203
0,18848377
0,18194932
502:496,18758691
1:511:511:4:0:255:7:1:1:1,18292578
32,18637288
0:0,18273223
0,18109860
0,17903284
0,17929276
39:0,18598966
409,18417847
0,18054768
503,18507898
511,18779890
0:32:0:8:0:0:288:384:384:384:384:384:385,18250961
0,18113788
400:406:400:400,18770631
102:96:102:96:102:96:102:96:102:96:102:96:102:96:102:96:102:96:102:96:102:96,18058102
4:0:0:0:0:0,18517376
0:0:0,17836439
0,18494868
0,17865296
0,18632280
0,17895685
0,18139705
256:32:256:256:256:256:256:256:256:256:256:0:311:256:256:256:0:256:256:256:256:256:256:256:256:256:256:256:32:256:256:256:256:256:256:256:256:256:256:256:256:32:256:256,17832303
32,18621443
161:2:0:0,17904305
406:400:400:406:134:390:6,18724851
406:406:470:500:502:510:36:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18754107
104,18334475
112,17935071
0,18703609
128,18508556
407:471:407:471:471:401:407:471:503,18272259
160:160,18132601
401:401:401,17977634
0,18014900
0,18241263
0,18186666
401:401:401:401:129:6:129,17990618
272,18399451
0:0:0:0:0:272:278:256:256:256:256:256:256:256:256:256:256:256:256,18625309
0,18145762
1:7:1,18271954
32:32:294:4:32:502:128:0,18700768
0,17856882
0,17893331
0,18884056
0:0:0:0:0:0:4:0:0:0:0:0:0:0:0:0,18295019
0,18035338
8:0:38:160,18402600
160:160:128:0:160:432:374:160:160:160:0:160:160:0,18570778
0,18333201
503,18778468
0,18208539
256,17923136
108:0,18753730
400:278:0:96,18421909
0,17954606
131:135:131:135:131:135:174:0:0:0:0:0:0:0:0:0:0,18614182
0,17935794
1:39:1:1,18090304
0,18499837
0,17882001
0,18308822
0,18273677
1:1,18359272
446:174:0:0:0:0:129:129:1:1:1,17928284
431,18119268
13:110:0:390:0,17831328
0,18542082
238:324:167:15:0:32:310:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18397634
0:8:0:8:0,18287000
447:447:439:511,18206710
471:407:407:471,18339256
0,18342433
0,18576852
438:96:0,18562165
238,18226826
0:0:0:0:0:0:2:2:2:2:2:2:2:2:2,18532044
0,18132849
0:0:0,18594232
471:128:143:272,18279290
461:390:480:500,18094205
0,18309484
0:0:0:0:0:6:374:96:0:0:0:0:0:0:0:32:0:0:0:0:0:0:0:0:0:0:0:32:0:0:0:0:0:0:0:0:0:0:0:32:0:0:0:0:0:0,18897575
511:468,18605914
0,18012834
0,18296012
400:6:0,18546747
0,17924997
227,18209571
0,18585945
511,18254545
0:0:0:0:0:0,17939668
0,18768567
0:0:0:0:0,17992079
0:0,18887356
96:372,18584303
0,17815859
503,18617274
38:0:0:0:6:0:407:471:503,18395813
503,18145744
6:0,18543946
0,18282550
129:1:1:7:1:1,17811711
0:0:0:0,18669855
0,18209119
0,18698655
128:128:128:128:128:135:503:128:128:128:128:128:160:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:128:161:128:128:128:128:128:128,18512890
1:0:167:235,18392574
0,17874011
0,18425009
0,18501848
273:273,18538187
0,18753564
39,18152059
0:0:0:0:0:0:6:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18328285
398:8:0,18700409
0:0:0:0,17900093
384:384:384,17828116
336:336:320:6:0:0:272:256:256:256:256:256:256:256:256:256:256:256:256,18600994
46,18705217
23:1:1,18893432
96,17834880
446:406,18498748
160,18767061
6:0,18599789
0,18228161
0,18055796
16:0:16:12:8:0:0:0:0:0:0,17911456
0,18246243
511,18179379
0,18653244
5:0,18007632
0,18883246
224,18474988
172:140:447:511:423:175:511,17874793
511,18037551
0,18771519
400:503:400:400:400,18273348
0:0,17912562
257:257:39:511:257,17960361
272,18847519
256:256:256:256:256:256:278:256:256:256:256:256:256:256:256:256:256:256:0,18594460
414,18230187
0:0,18303081
0,18036559
0,18604258
0,18743583
0,18165609
6:46:46:46:46:46,18669226
128,18658739
480,18809391
272:256:272:272:272:272:272:272:272,18200036
0,17948268
0,18791682
0,18388169
0,18134819
0:0:0:0:0,17884939
0,18774236
256,18138982
368:368:368:368:374:368:375:369:369:7:0:128:128:128:128,18013471
256,18311074
400:400:400:400:400,18451038
0,18209541
0:0,18507567
0:166,18058643
32,18313434
0,18685713
401,18145955
0,18807385
0,17881509
511:256:256:256,17976029
40,18518709
310:278:272:272,18721405
2:2:2:14:0:0:2:2:2:2:2:2:2:2:2:2:2:2:0:2:2:2,18512379
0,18282468
0,18488535
0:0,18141777
0:32:0:0:0:2:2:2:2:2:2:0,18520296
0,18311100
8,18047696
0,18295975
96:324:12,18587674
0:0:0:0:0:0:4:0:0:0:0:0:0:0:0:0:0,18437997
47,18862155
0:0:142:0,18856003
511:511:511:511,18044392
0:8:0,18475187
0,18222315
0,18417225
39:3:3,18756076
511:511:0:255:1:1:1:1:1,18010469
0,18766475
0,18482403
0:0:0:0,18068699
4:0:0:0:0:0,18453927
159:438:438:406:447:432:432:438:447:432:406:407:166:128:128:128:128:128,18088748
0,18270030
272:272:272:272:272:272:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0:0,18780026
112,18227712
511,18540772
0,17970873
272:276:272:272,18426320
0:0:0:0:0,18549651
0:0,18366909
446,18140042
0,18099719
500,18213794
0:14:446:108:6,18767800
0,18294863
255,18742023
0,17602414
511:511:511:511:511:511:511:511:511:511:511:511,18677334
401,17971833
0,17834193
401,17890030
0,17957289
294,18858878
0:0:0:0,17892969
470,18803901
129,17847635
401,17812858
0,18076787
0,17953587
0,18567235
0:0:0,18326551
257:257:261:511:257,18148407
0,18857520
